order_id,order_date,region,city,product_name,category,quantity,unit_price,total_revenue,customer_id,sales_channel
UK-2026-100407,2026-01-25,North,Gurugram,BEARD GROOMING KIT,Beauty,1,1040,1040,CUST-32934,App
UK-2026-102047,2026-03-19,West,Ahmedabad,Formal Shirt,Fashion,1,1149,1149,CUST-99396,Marketplace
UK-2026-100220,2026-01-06,North,Gurugram,Cycling Helmet,Sports,1,1636,1636,CUST-82158,App
UK-2026-101146,2026-02-07,Central,Raipur,Running Sneakers,Fashion,1,2772,2772,CUST-61416,Website
UK-2026-103591,2026-05-29,South,Hyderabad,Cotton Kurta Set,Fashion,2,1323,2646,CUST-60280,App
UK-2026-102810,2026-04-06,South,Hyderabad,Cricket Bat English Willow,Sports,1,8878,8878,CUST-52885,App
UK-2026-100721,2026-02-23,West,Mumbai,Cotton Kurta Set,Fashion,1,1351,1351,CUST-49248,Website
UK-2026-104202,"Jun 14, 2026",South,Bengaluru,Mixer Grinder 750W,Home & Kitchen,2,3285,6570,CUST-93971,App
UK-2026-103124,2026-05-06,West,Ahmedabad,Wireless Earbuds Pro,Electronics,1,2919,2919,CUST-72425,App
UK-2026-100005,2026-01-25,North,New Delhi,Noise-Cancelling Headphones,Electronics,2,8833,17666,CUST-45588,App
UK-2026-102494,2026-04-28,West,Surat,Robot Vacuum R7,Home & Kitchen,1,19117,19117,CUST-93561,App
UK-2026-102635,2026-04-27,Central,Bhopal,Adjustable Dumbbells 15kg,Sports,1,5034,5034,CUST-96349,App
UK-2026-103212,2026-05-20,North,Noida,Bluetooth Speaker Mini,Electronics,2,1535,3070,CUST-72737,Marketplace
UK-2026-101648,2026-03-26,West,Surat,  Wireless Earbuds Pro,Electronics,2,3032,6064,CUST-94191,Marketplace
UK-2026-104098,2026-06-17,,Nagpur,Wireless Earbuds Pro,Electronics,2,3107,6214,CUST-87546,Website
UK-2026-103421,2026-05-01,South,Chennai,Noise-Cancelling Headphones,Electronics,1,8968,8968,CUST-92115,Marketplace
UK-2026-100625,2026-01-01,South,Kochi,Smart Watch X2,Electronics,4,4388,17552,CUST-20552,Marketplace
UK-2026-102976,2026-04-20,South,Hyderabad,Ultrabook Air 14,Electronics,1,29279,29279,CUST-66896,App
UK-2026-104622,2026-06-27,Central,Bhopal,Dinner Set 24pc,Home & Kitchen,2,2552,5104,CUST-87214,Marketplace
UK-2026-103527,2026-05-06,East,Guwahati,Yoga Mat Pro,Sports,1,1144,1144,CUST-26335,App
UK-2026-100663,2026-01-08,South,Bengaluru,Running Sneakers,Fashion,1,2826,2826,CUST-70685,App
UK-2026-104786,2026-06-01,North,Gurugram,Cricket Bat English Willow,Sports,4,9223,36892,CUST-97108,Marketplace
UK-2026-104812,2026-06-25,South,Bengaluru,Dinner Set 24pc,Home & Kitchen,1,2529,2529,CUST-22840,App
UK-2026-101120,2026-02-08,West,Mumbai,Mixer Grinder 750W,Home & Kitchen,1,3184,3184,CUST-71653,Website
UK-2026-104781,2026-06-23,West,Mumbai,Cycling Helmet,Sports,1,1617,1617,CUST-16816,Website
UK-2026-100226,2026-01-18,Central,Indore,Cricket Bat English Willow,Sports,1,9114,9114,CUST-11099,App
UK-2026-100200,2026-01-30,South,Bengaluru,Cotton Bedsheet Set,Home & Kitchen,1,1376,1376,CUST-91878,App
UK-2026-102735,2026-04-11,South,Chennai,Mixer Grinder 750W,Home & Kitchen,1,3216,3216,CUST-94171,Marketplace
UK-2026-100956,2026-02-01,North,Chandigarh,Smart Watch X2,Electronics,1,4487,4487,CUST-22791,Website
UK-2026-104376,2026-06-08,Central,Bhopal,Leather Wallet,Fashion,1,899,899,CUST-57654,Website
UK-2026-101456,2026-03-25,East,Guwahati,Smart Watch X2,Electronics,2,4713,9426,CUST-51820,Marketplace
UK-2026-103012,2026-04-04,South,Cochin,Cricket Bat English Willow,Sports,1,9013,9013,CUST-64390,Website
UK-2026-100251,2026-01-01,South,Kochi,Power Bank 20000mAh,Electronics,1,1755,1755,CUST-51052,Marketplace
UK-2026-103172,2026-05-07,Central,Bhopal,Cotton Bedsheet Set,Home & Kitchen,1,1373,1373,CUST-81041,App
UK-2026-104724,2026-06-15,North,Chandigarh,Mirrorless Camera Lite,Electronics,1,27776,27776,CUST-68902,Marketplace
UK-2026-101396,2026-02-04,East,Bhubaneswar,Dinner Set 24pc,Home & Kitchen,2,2605,5210,CUST-39667,Website
UK-2026-104505,2026-06-03,South,Bengaluru,Cricket Bat English Willow,Sports,2,8936,17872,CUST-93583,App
UK-2026-104627,2026-06-21,West,Mumbai,Ethnic Dupatta,Fashion,1,487,487,CUST-64307,App
UK-2026-100845,2026-02-05,Central,Indore,Matte Lipstick Set,Beauty,1,928,928,CUST-37849,App
UK-2026-100157,2026-01-13,West,Mumbai,Modern Wall Clock,Home & Kitchen,1,793,793 INR,CUST-21293,Website
UK-2026-104324,2026-06-25,North,Gurgaon,Power Bank 20000mAh,Electronics,1,1878,1878,CUST-40819,Website
UK-2026-104030,2026-06-17,West,Mumbai,Modern Wall Clock,Home & Kitchen,4,763,3052,CUST-60366,Website
UK-2026-100833,2026-02-16,North,Chandigarh,Noise-Cancelling Headphones,Electronics,1,8626,8626,CUST-40819,Marketplace
UK-2026-103919,2026-05-01,North,Delhi,Power Bank 20000mAh,Electronics,1,1712,1712,CUST-52245,App
UK-2026-104279,2026-06-12,West,Mumbai,Eau de Parfum 100ml,Beauty,1,2048,2048,CUST-45827,Website
UK-2026-104825,2026-06-02,North,Chandigarh,Smart Watch X2,Electronics,1,4719,4719,CUST-90849,App
UK-2026-102138,2026-03-30,East,Patna,Formal Shirt,Fashion,2,1103,2206,CUST-52718,App
UK-2026-102470,2026-04-09,South,Hyderabad,Wireless Earbuds Pro,Electronics,1,2926,2926,CUST-90210,Marketplace
UK-2026-102269,2026-04-11,West,Mumbai,Mirrorless Camera Lite,Electronics,1,28891,28891,CUST-13935,App
UK-2026-101010,2026-02-23,North,New Delhi,Slim Fit Jeans,Fashion,1,1644,1644,CUST-55006,App
UK-2026-102949,2026-04-19,South,Chennai,Matte Lipstick Set,Beauty,1,919,919,CUST-93583,Website
UK-2026-103194,2026-05-07,West,Surat,Electric Kettle 1.5L,Home & Kitchen,1,1109,1109,CUST-85145,App
UK-2026-101148,2026-02-12,South,Bengaluru,Eau de Parfum 100ml,Beauty,3,1907,5721,CUST-43767,App
UK-2026-101146,2026-02-07,Central,Raipur,Running Sneakers,Fashion,1,2772,2772,CUST-61416,Website
UK-2026-104760,2026-06-20,North,Chandigarh,Wireless Earbuds Pro,Electronics,2,2918,5836,CUST-10210,Website
UK-2026-100969,2026-02-22,South,Kochi,Dinner Set 24pc,Home & Kitchen,1,2378,2378,CUST-39162,App
UK-2026-104085,2026-06-18,West,Pune,Bluetooth Speaker Mini,Electronics,1,1485,1485,CUST-66291,Website
UK-2026-101326,2026-02-01,North,Gurugram,Vitamin C Serum,Beauty,2,699,1398,CUST-85691,App
UK-2026-102494,2026-04-28,West,Surat,Robot Vacuum R7,Home & Kitchen,1,19117,19117,CUST-93561,App
UK-2026-104916,16-06-26,West,Mumbai,Noise-Cancelling Headphones,Electronics,1,8639,8639,CUST-28698,App
UK-2026-100294,10-01-26,South,Chennai,Ethnic Dupatta,Fashion,1,522,522,CUST-52788,Website
UK-2026-103797,2026-05-09,South,Bengaluru,Denim Jacket,Fashion,3,2138,6414,CUST-51511,App
UK-2026-102931,2026-04-24,North,Gurugram,Sunscreen SPF50,Beauty,1,523,523,CUST-66520,Website
UK-2026-103875,2026-05-19,West,Mumbai,Power Bank 20000mAh,Electronics,1,1871,1871,CUST-86858,App
UK-2026-104127,2026-06-07,South,Chennai,Formal Shirt,Fashion,2,1087,2174,CUST-92023,App
UK-2026-100862,2026-02-03,East,Kolkata,Cotton Bedsheet Set,Home & Kitchen,2,1435,2870,CUST-31373,Website
UK-2026-101608,2026-03-30,West,Pune,Electric Kettle 1.5L,Home & Kitchen,1,1059,1059,CUST-69133,App
UK-2026-100527,2026-01-13,West,Surat,Beard Grooming Kit,Beauty,1,1017,1017,CUST-55756,App
UK-2026-102658,2026-04-11,West,Pune,Electric Kettle 1.5L,Home & Kitchen,1,1049,1049,CUST-89957,App
UK-2026-102186,2026-03-01,Central,Bhopal,43-inch Smart TV,Electronics,1,25161,25161,CUST-67784,App
UK-2026-102403,2026-04-04,West,Ahmedabad,Non-Stick Cookware Set,Home & Kitchen,1,2809,2809,CUST-80248,Website
UK-2026-101835,2026-03-06,South,Chennai,Badminton Racket Set,Sports,2,2474,4948,CUST-67622,Website
UK-2026-102962,2026-04-12,East,Kolkata,Matte Lipstick Set,Beauty,2,928,1856,CUST-55090,Website
UK-2026-103178,2026-05-30,North,Gurugram,Beard Grooming Kit,Beauty,1,1010,1010,CUST-28497,Website
UK-2026-101434,2026-02-21,East,Kolkata,43-inch Smart TV,Electronics,1,25046,25046,CUST-13089,App
UK-2026-103250,2026-05-26,South,Hyderabad,Formal Shirt,Fashion,1,1081,1081,CUST-69359,App
UK-2026-102903,2026-04-13,North,Gurugram,Air Fryer 5L,Home & Kitchen,1,5499,5499,CUST-35231,Website
UK-2026-102140,2026-03-15,South,chennai,Ultrabook Air 14,Electronics,1,29084,29084,CUST-80415,Marketplace
UK-2026-101011,2026-02-26,South,Bengaluru,Wireless Earbuds Pro,Electronics,1,2864,2864,CUST-25920,Marketplace
UK-2026-101514,2026-03-29,East,Kolkata,Running Sneakers,Fashion,1,2744,2744,CUST-54931,App
UK-2026-104563,2026-06-22,North,Chandigarh,Dinner Set 24pc,Home & Kitchen,1,2493,2493,CUST-90448,Website
UK-2026-100416,2026-01-06,North,Chandigarh,Adjustable Dumbbells 15kg,Sports,1,4914,4914,CUST-44962,App
UK-2026-101656,2026-03-16,North,Gurugram,Running Sneakers,Fashion,1,2820,2820,CUST-88277,Website
UK-2026-103891,2026-05-19,East,Guwahati,Gym Gloves,Sports,2,515,1030,CUST-53804,Website
UK-2026-103674,2026-05-17,North,Noida,Running Sneakers,Fashion,1,2726,2726,CUST-35774,App
UK-2026-101903,2026-03-09,West,Mumbai,Wireless Earbuds Pro,Electronics,1,2971,2971,CUST-19112,Website
UK-2026-103908,2026-05-31,West,Mumbai,Denim Jacket,Fashion,1,2093,2093,CUST-69578,Marketplace
UK-2026-100297,2026-01-03,North,Gurugram,Leather Wallet,Fashion,1,890,890,CUST-81514,Website
UK-2026-102064,03/03/2026,Central,Bhopal,Modern Wall Clock,Home & Kitchen,1,812,812,CUST-63820,App
UK-2026-103500,2026-05-01,South,Kochi,Denim Jacket,Fashion,1,2191,2191,CUST-55389,App
UK-2026-103519,2026-05-13,Central,Indore,Modern Wall Clock,Home & Kitchen,1,805,805,CUST-21011,App
UK-2026-100347,2026-01-21,Central,Bhopal,Football Size 5,Sports,1,924,924,CUST-52204,Website
UK-2026-104925,2026-06-06,Central,Raipur,Electric Kettle 1.5L,Home & Kitchen,1,1126,1126,CUST-44535,App
UK-2026-102326,2026-04-03,West,Ahmedabad,Smart Watch X2,Electronics,1,4658,4658,CUST-47416,App
UK-2026-101742,2026-03-27,North,Delhi,Robot Vacuum R7,Home & Kitchen,1,19444,19444,CUST-52024,Website
UK-2026-104861,2026-06-25,North,Chandigarh,43-inch Smart TV,Electronics,1,26600,26600,CUST-24315,Website
UK-2026-101149,2026-02-07,North,Delhi,Silk Saree,Fashion,1,3358,3358,CUST-85691,App
UK-2026-104131,2026-06-19,East,Bhubaneswar,Mixer Grinder 750W,Home & Kitchen,2,3237,6474 INR,CUST-34697,App
UK-2026-102647,2026-04-06,South,Bengaluru,Electric Kettle 1.5L,Home & Kitchen,3,1066,3198,CUST-34932,App
UK-2026-104517,2026-06-01,Central,Bhopal,Wireless Earbuds Pro,Electronics,1,3140,3140,CUST-94366,App
UK-2026-101237,2026-02-27,South,Kochi,Running Sneakers,Fashion,3,2774,8322,CUST-36980,Website
UK-2026-101022,2026-02-10,North,Gurugram,Electric Kettle 1.5L,Home & Kitchen,1,1133,1133,CUST-58950,App
UK-2026-101144,2026-02-03,Central,Raipur,Robot Vacuum R7,Home & Kitchen,1,18599,18599,CUST-33321,Website
UK-2026-100210,2026-01-26,North,Chandigarh,Smart Watch X2,Electronics,1,4526,4526,CUST-30394,Website
UK-2026-101866,2026-03-13,Central,Bhopal,Ultrabook Air 14,Electronics,1,30592,30592,CUST-35504,Website
UK-2026-100361,2026-01-08,Central,Bhopal,Football Size 5,Sports,1,903,903,CUST-66291,Website
UK-2026-100196,2026-01-02,West,Ahmedabad,Cotton Bedsheet Set,Home & Kitchen,2,1451,2902,CUST-28313,Website
UK-2026-104823,2026-06-25,North,Noida,Makeup Brush Set,Beauty,3,1297,3891,CUST-86253,App
UK-2026-103202,2026-05-27,South,Bengaluru,Noise-Cancelling Headphones,Electronics,1,9124,9124,CUST-27550,Marketplace
UK-2026-104982,2026-06-26,East,Bhubaneswar,Slim Fit Jeans,Fashion,1,1645,1645,CUST-17761,Website
UK-2026-100884,2026-02-27,South,Hyderabad,Beard Grooming Kit,Beauty,1,967,967,CUST-85691,Website
UK-2026-100233,2026-01-21,West,Ahmedabad,Ultrabook Air 14,Electronics,-2,31460,94380,CUST-63344,Marketplace
UK-2026-102681,2026-04-10,East,Guwahati,Ethnic Dupatta,Fashion,1,504,504,CUST-99877,App
UK-2026-100028,2026-01-15,North,Gurugram,43-inch Smart TV,Electronics,1,27077,27077,CUST-31494,Website
UK-2026-102203,2026-03-31,North,Noida,Modern Wall Clock,Home & Kitchen,4,825,3300,CUST-71543,Website
UK-2026-101949,"Mar 25, 2026",East,Bhubaneswar,Cotton Kurta Set,Fashion,2,1248,2496,CUST-58174,App
UK-2026-103752,2026-05-09,South,Bengaluru,Noise-Cancelling Headphones,Electronics,2,8866,17732,CUST-30208,Marketplace
UK-2026-102142,2026-03-13,North,Delhi,robot vacuum r7,Home & Kitchen,1,19538,19538,CUST-88369,Website
UK-2026-101255,2026-02-26,South,Bengaluru,Sunscreen SPF50,Beauty,1,575,575,CUST-55756,Marketplace
UK-2026-103267,2026-05-21,East,Guwahati,Smart Watch X2,Electronics,2,4380,8760,CUST-39317,Website
UK-2026-104351,2026-06-05,Central,Nagpur,Running Sneakers,Fashion,2,2829,5658,CUST-17705,Marketplace
UK-2026-103955,21-05-26,West,Pune,Leather Wallet,Fashion,1,904,904,CUST-41690,App
UK-2026-100076,2026-01-05,West,Pune,Yoga Mat Pro,Sports,1,1146,1146,CUST-50332,App
UK-2026-100124,2026-01-13,East,Bhubaneswar,Gym Gloves,Sports,,487,487,CUST-39889,Website
UK-2026-103683,2026-05-27,South,Hyderabad,Slim Fit Jeans,Fashion,1,1571,1571,CUST-67273,Website
UK-2026-103088,2026-04-13,West,Pune,Ethnic Dupatta,Fashion,1,505,505,CUST-98577,App
UK-2026-101583,2026-03-04,West,Pune,Smart Watch X2,Electronics,2,4331,8662,CUST-10382,Marketplace
UK-2026-102056,2026-03-10,Central,Bhopal,Modern Wall Clock,Home & Kitchen,1,762,762,CUST-29829,App
UK-2026-101300,2026-02-11,North,Gurugram,Bluetooth Speaker Mini,Electronics,1,1473,1473,CUST-22076,Website
UK-2026-100882,2026-02-16,North,Gurugram,Silk Saree,Fashion,1,3499,3499,CUST-16213,Website
UK-2026-101189,2026-02-22,South,Chennai,Face Wash Combo,Beauty,3,434,1302,CUST-53790,App
UK-2026-104796,2026-06-21,Central,Bhopal,Mixer Grinder 750W,Home & Kitchen,1,3285,3285,CUST-14815,Website
UK-2026-104393,2026-06-15,South,Bengaluru,43-inch Smart TV,Electronics,1,25569,25569,CUST-37180,App
UK-2026-103689,2026-05-16,North,Chandigarh,Electric Kettle 1.5L,Home & Kitchen,1,1119,1119,CUST-16843,App
UK-2026-103676,2026-05-15,West,Pune,43-inch Smart TV,Electronics,,26813,26813,CUST-37764,App
UK-2026-101515,2026-03-07,West,Surat,Slim Fit Jeans,Fashion,1,1670,1670,CUST-16213,Website
UK-2026-102925,2026-04-15,South,Bengaluru,Non-Stick Cookware Set,Home & Kitchen,1,2905,2905,CUST-14512,App
UK-2026-100025,2026-01-21,West,Ahmedabad,Makeup Brush Set,Beauty,2,1336,2672,CUST-95541,Marketplace
UK-2026-101437,2026-02-21,South,Chennai,Foldable Treadmill T2,Sports,1,24442,24442,CUST-72901,Website
UK-2026-104663,2026-06-25,West,Pune,Noise-Cancelling Headphones,Electronics,1,9234,9234,CUST-78867,Marketplace
UK-2026-104556,21-06-26,South,Kochi,Running Sneakers,Fashion,1,2912,2912,CUST-32519,Website
UK-2026-101319,2026-02-11,East,Patna,Mixer Grinder 750W,Home & Kitchen,1,3417,3417,CUST-94902,Website
UK-2026-104773,2026-06-06,North,Chandigarh,Cotton Bedsheet Set,Home & Kitchen,1,1455,1455,CUST-67784,Marketplace
UK-2026-102035,2026-03-12,Central,Bhopal,Wireless Earbuds Pro,Electronics,1,2998,2998,CUST-94171,Marketplace
UK-2026-104323,2026-06-21,North,Delhi,Silk Saree,Fashion,1,3539,3539,CUST-71717,Marketplace
UK-2026-104877,2026-06-23,North,Delhi,Cricket Bat English Willow,Sports,1,8677,8677,CUST-49405,App
UK-2026-100959,2026-02-04,North,Delhi,Robot Vacuum R7,Home & Kitchen,2,19501,39002,CUST-32029,App
UK-2026-104158,2026-06-22,South,Hyderabad,Makeup Brush Set,Beauty,1,1323,1323,CUST-64705,App
UK-2026-103660,2026-05-06,South,Bengaluru,Power Bank 20000mAh,Electronics,4,1841,7364,CUST-45783,Marketplace
UK-2026-103090,2026-04-19,East,Kolkata,Smart Watch X2,Electronics,1,4583,4583,CUST-69133,Marketplace
UK-2026-104487,2026-06-14,Central,Bhopal,Formal Shirt,Fashion,1,1152,1152,CUST-80508,Website
UK-2026-103571,2026-05-03,South,Hyderabad,43-inch Smart TV,Electronics,3,25016,75048,CUST-40122,App
UK-2026-102259,2026-04-06,South,Hyderabad,Badminton Racket Set,Sports,2,2403,4806,CUST-37411,Website
UK-2026-102888,2026-04-18,Central,Indore,Sunscreen SPF50,Beauty,1,525,525,CUST-35859,App
UK-2026-103742,2026-05-05,Central,Nagpur,Noise-Cancelling Headphones,Electronics,2,9311,18622,CUST-58522,Website
UK-2026-100472,2026-01-10,South,Kochi,Cotton Bedsheet Set,Home & Kitchen,1,1360,1360,CUST-12469,App
UK-2026-104596,2026-06-04,North,Delhi,Running Sneakers,Fashion,1,2811,2811,CUST-75229,Marketplace
UK-2026-101993,2026-03-02,West,Surat,43-inch Smart TV,Electronics,1,25706,25706,CUST-40139,App
UK-2026-104991,2026-06-04,Central,Bhopal,Robot Vacuum R7,Home & Kitchen,1,18426,18426,CUST-15982,Website
UK-2026-104259,2026-06-27,North,Chandigarh,Non-Stick Cookware Set,Home & Kitchen,1,2790,2790,CUST-91501,Marketplace
UK-2026-100671,2026-01-02,West,Surat,Wireless Earbuds Pro,Electronics,,3058,3058,CUST-19757,Marketplace
UK-2026-100659,2026-01-14,Central,Indore,Ethnic Dupatta,Fashion,1,500,500,CUST-15950,App
UK-2026-102878,2026-04-07,South,Chennai,Noise-Cancelling Headphones,Electronics,2,9097,18194,CUST-94191,Marketplace
UK-2026-103741,2026-05-03,East,Guwahati,Non-Stick Cookware Set,Home & Kitchen,,2909,2909,CUST-18847,App
UK-2026-103199,2026-05-30,North,Delhi,Sunscreen SPF50,Beauty,1,568,568,CUST-33919,Website
UK-2026-104331,2026-06-03,South,Bengaluru,Silk Saree,Fashion,2,3465,6930,CUST-55243,Website
UK-2026-102540,2026-04-25,,Chennai,Football Size 5,Sports,1,885,885,CUST-42308,Website
UK-2026-103119,"May 25, 2026",North,Delhi,Eau de Parfum 100ml,Beauty,1,2036,2036,CUST-62947,Marketplace
UK-2026-104251,2026-06-06,East,Kolkata,Bluetooth Speaker Mini,Electronics,1,1440,1440,CUST-87720,Marketplace
UK-2026-100995,2026-02-20,South,Hyderabad,Noise-Cancelling Headphones,Electronics,1,9063,9063,CUST-68364,Marketplace
UK-2026-104998,2026-06-14,East,Kolkata,Mirrorless Camera Lite,Electronics,1,28392,28392,CUST-65795,Website
UK-2026-101502,2026-03-04,Central,Bhopal,Cotton Bedsheet Set,Home & Kitchen,1,1373,1373,CUST-64015,App
UK-2026-100886,2026-02-10,North,Delhi,Running Sneakers,Fashion,1,2764,2764,CUST-36369,App
UK-2026-103559,2026-05-11,East,Bhubaneswar,43-inch Smart TV,Electronics,1,24923,24923,CUST-47416,App
UK-2026-103345,2026-05-30,East,Kolkata,Smart Watch X2,Electronics,1,4649,4649,CUST-30153,Website
UK-2026-102447,2026-04-24,North,Delhi,Badminton Racket Set,Sports,1,2590,2590,CUST-19329,App
UK-2026-101919,2026-03-05,East,Kolkata,Slim Fit Jeans,Fashion,1,1572,1572,CUST-90849,App
UK-2026-100877,2026-02-08,West,Mumbai,Formal Shirt,Fashion,1,1113,1113,CUST-85490,App
UK-2026-102921,2026-04-08,East,Bhubaneswar,Makeup Brush Set,Beauty,1,1346,1346,CUST-37362,App
UK-2026-103849,2026-05-06,East,Guwahati,Non-Stick Cookware Set,Home & Kitchen,2,2913,,CUST-29296,Website
UK-2026-103401,2026-05-23,East,Bhubaneswar,Bluetooth Speaker Mini,Electronics,-2,1526,1526,CUST-86850,Website
UK-2026-100972,2026-02-06,West,Mumbai,Noise-Cancelling Headphones,Electronics,2,9367,18734,CUST-78893,App
UK-2026-102469,2026-04-29,South,Kochi,Noise-Cancelling Headphones,Electronics,1,8909,8909,CUST-17605,App
UK-2026-100070,2026-01-20,West,Ahmedabad,Bluetooth Speaker Mini,Electronics,1,1431,1431,CUST-45532,Website
UK-2026-101914,2026-03-30,North,Delhi,Dinner Set 24pc,Home & Kitchen,2,2611,5222,CUST-75086,App
UK-2026-102681,2026-04-10,East,Guwahati,Ethnic Dupatta,Fashion,1,504,504,CUST-99877,App
UK-2026-100983,2026-02-21,East,Bhubaneswar,Cotton Bedsheet Set,Home & Kitchen,1,1350,1350,CUST-91701,Website
UK-2026-100096,"Jan 23, 2026",South,Hyderabad,Smart Watch X2,Electronics,1,4544,4544,CUST-53999,Website
UK-2026-104012,2026-05-25,North,Delhi,Cricket Bat English Willow,Sports,1,8884,8884,CUST-71950,App
UK-2026-104332,2026-06-30,Central,Nagpur,Face Wash Combo,Beauty,2,463,926,CUST-78759,App
UK-2026-103055,2026-04-16,West,Ahmedabad,Cotton Kurta Set,Fashion,2,1276,2552,CUST-74998,App
UK-2026-100473,2026-01-22,South,Hyderabad,Leather Wallet,Fashion,4,875,3500,CUST-53358,Website
UK-2026-102675,2026-04-17,East,Kolkata,Wireless Earbuds Pro,Electronics,1,2868,2868,CUST-81800,Website
UK-2026-101454,2026-03-05,North,Chandigarh,Cotton Bedsheet Set,Home & Kitchen,1,1423,1423,CUST-25877,App
UK-2026-101162,2026-02-09,Central,Raipur,Yoga Mat Pro,Sports,,1216,1216,CUST-41040,Website
UK-2026-101678,2026-03-27,West,Bombay,Yoga Mat Pro,Sports,1,1241,1241,CUST-18440,App
UK-2026-104860,2026-06-10,North,Delhi,43-inch Smart TV,Electronics,4,27203,108812,CUST-12632,Marketplace
UK-2026-103560,2026-05-21,North,Chandigarh,Smart Watch X2,Electronics,1,4480,4480,CUST-70587,App
UK-2026-101458,2026-03-08,West,Ahmedabad,Denim Jacket,Fashion,1,2142,2142,CUST-46257,Marketplace
UK-2026-103405,2026-05-12,South,Hyderabad,Cotton Bedsheet Set,Home & Kitchen,1,1334,,CUST-36339,Marketplace
UK-2026-103745,2026-05-03,South,Bengaluru,Ethnic Dupatta,Fashion,1,512,512,CUST-45593,Website
UK-2026-103693,2026-05-10,West,Pune,Non-Stick Cookware Set,Home & Kitchen,1,2893,2893,CUST-85249,Website
UK-2026-100720,2026-01-03,East,Bhubaneswar,Power Bank 20000mAh,Electronics,1,1735,1735,CUST-92837,App
UK-2026-100035,2026-01-03,South,Bengaluru,Running Sneakers,Fashion,1,2699,2699,CUST-26438,Website
UK-2026-102361,2026-04-14,East,Kolkata,Mirrorless Camera Lite,Electronics,2,28990,57980,CUST-91878,App
UK-2026-102068,2026-03-30,South,Hyderabad,Electric Kettle 1.5L,Home & Kitchen,1,1069,1069,CUST-44220,Marketplace
UK-2026-100942,2026-02-13,North,Gurugram,Ethnic Dupatta,Fashion,2,494,988,CUST-10661,Website
UK-2026-103682,2026-05-07,South,Kochi,Badminton Racket Set,Sports,1,2597,2597,CUST-54931,App
UK-2026-101603,2026-03-12,South,Bengaluru,Cycling Helmet,Sports,4,1567,6268,CUST-13840,App
UK-2026-100780,2026-02-24,East,Kolkata,Modern Wall Clock,Home & Kitchen,1,761,761,CUST-45919,Website
UK-2026-100349,2026-01-28,East,Guwahati,Matte Lipstick Set,Beauty,1,901,901,CUST-51928,App
UK-2026-101314,2026-02-22,North,Delhi,Noise-Cancelling Headphones,Electronics,1,8634,8634,CUST-14734,App
UK-2026-100006,2026-01-07,East,Guwahati,Mixer Grinder 750W,Home & Kitchen,1,3439,3439,CUST-85460,App
UK-2026-101295,2026-02-02,Central,Nagpur,Makeup Brush Set,Beauty,1,1323,1323,CUST-91791,App
UK-2026-103625,2026-05-22,South,Chennai,Power Bank 20000mAh,Electronics,1,1863,1863,CUST-46361,Marketplace
UK-2026-101158,2026-02-16,South,Kochi,Formal Shirt,Fashion,2,1153,2306,CUST-23260,App
UK-2026-104976,2026-06-10,South,Bengaluru,Wireless Earbuds Pro,Electronics,1,3045,3045,CUST-43137,App
UK-2026-102397,2026-04-30,Central,Indore,Dinner Set 24pc,Home & Kitchen,1,2422,2422,CUST-77856,Website
UK-2026-104061,2026-06-06,East,Kolkata,Makeup Brush Set   ,Beauty,1,1291,1291,CUST-75667,Marketplace
UK-2026-100177,2026-01-26,East,Kolkata,Leather Wallet,Fashion,1,872,872,CUST-62918,Website
UK-2026-102383,2026-04-01,East,Kolkata,Ionic Hair Dryer,Beauty,1,1956,1956,CUST-28546,App
UK-2026-100779,2026-02-26,Central,Nagpur,Air Fryer 5L,Home & Kitchen,1,5412,5412,CUST-84407,Website
UK-2026-103163,2026-05-25,West,Ahmedabad,Smart Watch X2,Electronics,2,4450,8900,CUST-37350,Website
UK-2026-103783,2026-05-14,South,Madras,Electric Kettle 1.5L,Home & Kitchen,1,1153,1153,CUST-71492,App
UK-2026-103459,2026-05-12,South,Chennai,Slim Fit Jeans,Fashion,4,1632,6528,CUST-46322,Marketplace
UK-2026-104705,"Jun 25, 2026",East,Bhubaneswar,Vitamin C Serum,Beauty,1,733,733,CUST-67576,App
UK-2026-102183,16-03-26,South,Bengaluru,Noise-Cancelling Headphones,Electronics,1,9229,9229,CUST-55243,App
UK-2026-103065,2026-04-04,North,Gurgaon,Bluetooth Speaker Mini,Electronics,1,1528,1528,CUST-14302,Marketplace
UK-2026-100936,2026-02-16,West,Pune,Gym Gloves,Sports,2,516,1032,CUST-66099,Marketplace
UK-2026-103754,2026-05-05,South,Bengaluru,Cycling Helmet,Sports,1,1598,1598,CUST-81646,App
UK-2026-103809,2026-05-13,North,Noida,Vitamin C Serum,Beauty,2,682,1364,CUST-25862,App
UK-2026-104857,2026-06-07,South,Hyderabad,Beard Grooming Kit,Beauty,1,1006,1006,CUST-15900,App
UK-2026-101845,2026-03-15,South,Kochi,Cycling Helmet,Sports,1,1562,1562,CUST-13188,App
UK-2026-102329,2026-04-01,South,Kochi,Modern Wall Clock,Home & Kitchen,2,834,1668,CUST-40246,App
UK-2026-103793,2026-05-17,West,Surat,Cricket Bat English Willow,Sports,1,9322,9322,CUST-52204,App
UK-2026-101166,2026-02-14,West,Ahmedabad,Denim Jacket,Fashion,1,2247,2247,CUST-18847,App
UK-2026-104899,19-06-26,North,Noida,Modern Wall Clock,Home & Kitchen,1,762,762,CUST-68364,Website
